,beer_id,Beer name_x,Brewery,Style,ABV,Score,Brewery_Name,Brewery_City,Brewery_Country,Availability,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Beer + Brewery,Beer name_y
10,8728,Belgian Pale Ale,Old Abbey Ales,Belgian Pale Ale,6.4,85.1754072225242,Old Abbey Ales,British Columbia,Canada,Rotating,0.09957187,0.22482906,0.22150072,0.18453832,0.090100355,0.0677945,0.009401015,0.053491984,0.18384051,0.15852915,0.24040104,0.051394686,0.14145678,0.029276187,0.07309229,0.16653419,0.08289152,0.12586544,0.07018733,0.059471305,0.035124473,0.14830358,0.24328782,0.23984101,0.065979056,0.09513447,0.12692651,0.11254715,0.116540186,0.013708231,0.21492057,0.1809745,0.16199332,0.12096804,0.1146142,0.20901257,0.08161555,0.0047901967,0.16996416,0.10750094,0.022435926,0.057359364,0.123140745,0.18845706,0.22990812,0.026431678,0.14471324,0.24394287,0.13291764,0.10231206,Belgian Pale Ale - Old Abbey Ales,Belgian Pale Ale
11,1009,33 Acres Of Schol,33 Acres Brewing Co.,Belgian Pale Ale,5.5,85.1754072225242,33 Acres Brewing Co.,British Columbia,Canada,Fall,0.100000605,0.105350964,0.097241506,0.08639353,0.20096795,0.13314866,0.03530417,0.18133208,0.18769649,0.18663605,0.016467322,0.044472758,0.043601554,0.24454571,0.15663305,0.15796253,0.14225958,0.22489636,0.19886325,0.21558054,0.06568038,0.035550438,0.065009385,0.23649651,0.11198722,0.14244322,0.14333948,0.03265652,0.16640672,0.1785865,0.03949048,0.12821275,0.08834739,0.17631474,0.24938221,0.1680121,0.08662706,0.20032594,0.15640499,0.058131415,0.08800038,0.026456876,0.14924534,0.012658341,0.030647513,0.07079295,0.1567447,0.09127862,0.13638866,0.1962569,33 Acres Of Schol - 33 Acres Brewing Co.,33 Acres Of Schol
12,53815,Louise,Dageraad Brewing,Belgian Pale Ale,6.5,85.1754072225242,Dageraad Brewing,British Columbia,Canada,Rotating,0.18892726,0.08679494,0.04248505,0.08912405,0.06195443,0.16963714,0.13183844,0.15795709,0.12210851,0.15846477,0.05964751,0.23120311,0.05672142,0.1491012,0.14674656,0.20375982,0.1471626,0.13814774,0.05002446,0.049834166,0.060510874,0.16155319,0.122355245,0.1912516,0.22987007,0.06734665,0.12540828,0.0433737,0.03992153,0.2196483,0.035729244,0.19743058,0.2409799,0.13210882,0.15747063,0.14962664,0.06243558,0.04539418,0.1310297,0.08083164,0.16083053,0.0696969,0.18017627,0.124115355,0.18917201,0.10078937,0.18323907,0.12315996,0.21489519,0.15031698,Louise - Dageraad Brewing,Louise
13,18442,Cherry Bomb Belgian Style Pale Ale,Mission Springs Brewing Company,Belgian Pale Ale,5.5,85.1754072225242,Mission Springs Brewing Company,British Columbia,Canada,Year-round,0.13504529,0.16119464,0.17385894,0.11837225,0.14990824,0.17758574,0.1492855,0.18925717,0.1771054,0.061086547,0.029606098,0.027804555,0.09234335,0.18013541,0.065157525,0.14864199,0.20140395,0.14890292,0.15310746,0.18868363,0.14274022,0.22553802,0.039866734,0.03040428,0.083457075,0.15477628,0.035358965,0.10325542,0.122425355,0.21007618,0.15037142,0.018097846,0.08009537,0.17622213,0.1693958,0.12382775,0.059973028,0.171481,0.0934054,0.18754463,0.10209015,0.051324673,0.1849749,0.15666601,0.15805298,0.18165009,0.11721245,0.114611275,0.193891,0.14925195,Cherry Bomb Belgian Style Pale Ale - Mission Springs Brewing Company,Cherry Bomb Belgian Style Pale Ale
14,18067,Chambar Ale,Russell Brewing Company,Belgian Pale Ale,5.0,85.1754072225242,Russell Brewing Company,British Columbia,Canada,Year-round,0.16293305,0.1214048,0.18446092,0.20022427,0.15872699,0.07386494,0.21320057,0.08959667,0.053197842,0.0874606,0.054550793,0.16267462,0.17671995,0.08293129,0.060277138,0.17140423,0.18756445,0.15383922,0.14370735,0.17288058,0.07432131,0.08197763,0.18319842,0.1706153,0.04419712,0.20279709,0.15548867,0.1098468,0.09725189,0.22187908,0.18886141,0.19888048,0.15721121,0.09966932,0.18496083,0.0911951,0.04488623,0.120245986,0.08580201,0.07672384,0.069872834,0.09898815,0.18622328,0.052162822,0.06839374,0.20429069,0.10373989,0.118561074,0.11502018,0.22011793,Chambar Ale - Russell Brewing Company,Chambar Ale
15,86237,Sun Of Hop,Parallel 49 Brewing Company,Belgian Pale Ale,5.1,83.0,Parallel 49 Brewing Company,British Columbia,Canada,Summer,0.18915857,0.17550759,0.20407131,0.1477636,0.07853318,0.046678253,0.08308443,0.079022355,0.1226722,0.13379519,0.116821386,0.18530856,0.07368198,0.047887333,0.16656516,0.11377127,0.14861704,0.20732655,0.04882635,0.13877647,0.16737632,0.15676259,0.16203082,0.104190074,0.12799406,0.21572945,0.13929698,0.06310169,0.106244266,0.23112652,0.05315766,0.16198935,0.15786321,0.21157344,0.047732107,0.19384444,0.017633855,0.04586195,0.18961962,0.09451368,0.035390224,0.15852879,0.1285179,0.099289425,0.14225948,0.13694689,0.2168769,0.17456749,0.061381556,0.18092449,Sun Of Hop - Parallel 49 Brewing Company,Sun Of Hop
16,22908,Cutthroat Pale Ale,Tree Brewing,American Pale Ale (APA),5.0,83.0,Tree Brewing,British Columbia,Canada,Year-round,0.20456992,0.09007099,0.13191593,0.10994191,0.18229419,0.24259302,0.15984067,0.13959473,0.11871173,0.11071641,0.010676992,0.13577911,0.09755916,0.20966819,0.101800576,0.032306585,0.20921652,0.1936473,0.09390513,0.18592073,0.21351328,0.011134771,0.048428457,0.11356347,0.12858571,0.23779704,0.019454427,0.12028792,0.09481714,0.036453407,0.089443155,0.08137391,0.14408867,0.12542957,0.04804348,0.20071024,0.10540823,0.076003276,0.10653996,0.1501027,0.20814297,0.025910899,0.15594947,0.12502123,0.09571251,0.16384256,0.22456065,0.08220524,0.15441369,0.21054637,Cutthroat Pale Ale - Tree Brewing,Cutthroat Pale Ale
17,88677,The Bold Belgian Pale Ale,Dead Frog Brewing,Belgian Pale Ale,5.0,81.0,Dead Frog Brewing,British Columbia,Canada,Year-round,-0.0033775726,0.0821106,0.13150889,0.025793295,0.22004627,0.21546394,0.06486662,0.23675686,0.01600692,0.108986914,0.17899668,0.09460666,0.072575755,0.23387942,0.14127992,0.026940536,0.04683458,0.13376369,0.008862123,0.04952312,0.007629683,0.17800438,0.23359069,0.098640576,0.05994175,0.19472477,0.11248206,0.0418752,0.15623122,0.053125642,0.06581435,0.21502115,0.15621108,0.11867012,0.24040972,0.022721278,0.12748459,0.16289261,0.20874389,0.016579216,0.08113773,0.23762612,0.0066191247,0.08600229,0.21124485,0.14863954,-0.007021468,0.23947388,0.23237999,0.044681177,The Bold Belgian Pale Ale - Dead Frog Brewing,The Bold Belgian Pale Ale
18,15902,Burnabarian,Dageraad Brewing,Belgian Pale Ale,4.5,87.0,Dageraad Brewing,British Columbia,Canada,Year-round,0.06263237,0.19136247,0.045774207,0.15935576,0.055905726,0.19848119,0.10422432,0.18501036,0.14951357,0.1013638,0.18106797,0.16908246,0.058918647,0.09659675,0.19662678,0.09530419,0.117669724,0.07476297,0.122128665,0.1691517,0.10953342,0.19470684,0.18751591,0.11884612,0.095833935,0.16083875,0.113901146,0.043332018,0.13477129,0.1474109,0.19989043,0.08436897,0.061008252,0.19660571,0.19132426,0.060261007,0.0913474,0.2137056,0.054851126,0.1499568,0.17783278,0.13963684,0.18814297,0.20254146,0.13761114,0.060146302,0.10650974,0.13783337,0.18083549,0.12454319,Burnabarian - Dageraad Brewing,Burnabarian
19,80073,Signature Pale Ale,Steamworks Brewing Company,American Pale Ale (APA),5.2,82.0,Steamworks Brewing Company,British Columbia,Canada,Year-round,0.121538915,0.20386818,0.1472148,0.09106644,0.16413862,0.086438626,0.17056316,0.15542044,0.041495815,0.11184877,0.02442848,0.042070523,0.020620048,0.116139,0.1986685,0.2033998,0.21034814,0.21305704,0.14010592,0.12723112,0.18158637,0.08804537,0.17721343,0.07591615,0.048107423,0.1213994,0.20118341,0.19940197,0.21351337,0.05163969,0.20279773,0.04981247,0.19510536,0.098454624,0.03267081,0.16633457,0.020977078,0.17779557,0.17720361,0.17259829,0.20653811,0.098995484,0.069588944,0.008467814,0.20216793,0.15606813,0.060442206,0.11008362,0.083636336,0.0841495,Signature Pale Ale - Steamworks Brewing Company,Signature Pale Ale
20,68872,Piper's Pale Ale,Vancouver Island Brewing,American Pale Ale (APA),5.0,80.0,Vancouver Island Brewing,British Columbia,Canada,Year-round,0.107022084,0.050703228,0.19322076,0.120765455,0.13872643,0.12495324,0.08380123,0.16012225,0.23725435,0.040554702,0.1709318,0.22365907,0.02736059,0.08598682,0.005741311,0.09604346,0.06940723,0.13592276,0.11078463,0.15990466,0.080221094,0.08492492,-0.013640472,0.15401495,0.18234733,0.09718057,0.038588647,0.071861394,0.1925236,0.17564096,0.20594887,0.19624002,0.06163165,0.13104932,0.16826174,0.031081641,0.20115258,0.07288515,0.21246327,0.04365132,0.21012695,0.21578044,0.1471753,0.24129117,0.09923626,0.08865133,0.0809008,0.110813364,0.25348637,0.025099952,Piper's Pale Ale - Vancouver Island Brewing,Piper's Pale Ale
21,1006,33 Acres Of Ocean,33 Acres Brewing Co.,American Pale Ale (APA),5.3,86.0,33 Acres Brewing Co.,British Columbia,Canada,Year-round,0.13600262,0.10101875,0.1580627,0.090661645,0.2166804,0.19574752,0.13337168,0.05016423,0.07399159,0.21433364,0.0995075,0.17784925,0.17015623,0.1159527,0.04998218,0.039079234,0.13572066,0.035558935,0.108321674,0.16515562,0.08896121,0.14433578,0.22669251,0.23024453,0.18473895,0.19601357,0.046407916,0.22840051,0.16965254,0.036944006,0.17408752,0.06619624,0.21885596,0.13303684,0.08763999,0.104805976,0.09038639,0.14928067,0.13732804,0.056567673,0.042311165,0.13284025,0.108525224,0.051273942,0.20261484,0.1894003,0.1443232,0.063412845,0.035225958,0.18965682,33 Acres Of Ocean - 33 Acres Brewing Co.,33 Acres Of Ocean
22,98070,Windstorm Pale Ale,Stanley Park Brewery,American Pale Ale (APA),5.7,84.0,Stanley Park Brewery,British Columbia,Canada,Year-round,0.09423055,0.124757975,0.18443358,0.06546466,0.12307648,0.22168325,0.12458835,0.22971351,0.21799438,0.055919565,0.15242822,0.17892027,0.15138708,0.1032534,0.16701634,0.2320395,0.04099972,0.09513932,0.123600595,0.17020926,0.16437756,0.13227062,0.09205921,0.1225529,0.114817806,0.074692845,0.18850884,0.16468269,0.1986598,0.03985288,0.04479226,0.057677172,0.14287649,0.04245913,0.050791103,0.10755426,0.14425229,0.08180848,0.123028,0.21774125,0.16054702,0.13926072,0.2029806,0.123665676,0.23148762,0.070370376,0.18578936,0.090481825,0.041919734,0.03987124,Windstorm Pale Ale - Stanley Park Brewery,Windstorm Pale Ale
23,87542,Talisman West Coast Pale Ale,Strange Fellows Brewing,American Pale Ale (APA),4.2,86.0,Strange Fellows Brewing,British Columbia,Canada,Year-round,0.12510219,0.005528523,0.04662812,0.029987486,0.05396475,-0.016858783,-0.038935293,0.100391135,0.041096937,0.22572419,0.1390512,0.2523759,0.03611501,0.058544226,0.09048037,0.03385144,0.18468174,0.08481278,0.22829594,0.040436726,0.23052965,0.083056666,0.20977981,0.08789556,0.1198185,0.1965104,0.101114824,0.018627703,0.018789459,0.1759095,0.21961166,0.0941848,0.27505583,0.23534335,0.08592426,-0.044359095,0.0058645085,0.20923969,-0.03280865,0.02032257,0.046024088,0.20828643,0.10909854,0.10280379,0.24024883,0.1868354,0.1862899,0.060033422,0.09510456,0.25357312,Talisman West Coast Pale Ale - Strange Fellows Brewing,Talisman West Coast Pale Ale
24,66065,Pale Ale,Dead Frog Brewing,American Pale Ale (APA),5.5,81.0,Dead Frog Brewing,British Columbia,Canada,Year-round,0.14666282,0.2071387,0.059512805,0.05737614,0.1869249,0.108118884,0.13003719,0.14155658,0.18376657,0.14133193,0.16365865,0.1754028,0.15413901,0.14941806,0.0019333689,0.061173256,0.19571157,0.046031125,0.07722361,0.12018722,0.193124,0.16791245,0.031983726,0.062642045,0.064477116,0.21525411,0.044617914,0.19105792,0.158177,0.1225163,0.17176911,0.20913242,0.09900562,0.22354689,0.15328673,0.15473567,0.08029723,0.14169905,0.050148427,0.21731986,0.15578802,0.04204005,0.16304204,0.06125834,0.16803975,0.101854086,0.047098137,0.20008823,0.113794014,0.1298036,Pale Ale - Dead Frog Brewing,Pale Ale
25,98091,Wingman,Brassneck Brewery,American Pale Ale (APA),5.8,85.0,Brassneck Brewery,British Columbia,Canada,Rotating,0.13680978,0.050733358,0.084366664,0.06634435,0.13478465,0.1647658,0.058971107,0.21070877,0.12453966,0.070182346,0.07443008,0.14405604,0.20302694,0.048891958,0.10469488,0.034743864,0.12814747,0.12148427,0.15624428,0.057622436,0.12856984,0.113889515,0.01940889,0.06790078,0.12933035,0.23027827,0.2002144,0.06890827,0.17968604,0.0056465785,0.12071948,0.23187022,0.16992961,0.17861103,0.061202172,0.19034836,0.075940356,0.24254495,0.046894018,0.19772597,0.06104222,0.054781802,0.14130716,0.18754925,0.20952275,0.10565792,0.24612904,0.15250455,0.22898154,0.05476537,Wingman - Brassneck Brewery,Wingman
26,66031,Pale Ale,Black Kettle Brewing Company,American Pale Ale (APA),5.4,79.0,Black Kettle Brewing Company,British Columbia,Canada,Year-round,0.0915545,0.0801325,0.029143086,0.059810743,0.064588316,0.04713445,0.12585106,0.10572155,0.08863327,0.13600954,0.08001619,0.14431459,0.082704775,0.10471571,0.1893727,0.08761901,0.041986223,0.09790696,0.0662344,0.09005201,0.12734237,0.23206897,0.06698474,0.18440016,0.04888874,0.07017462,0.062202267,0.118030764,0.16538511,0.25429684,0.13315588,0.16709584,0.15449838,0.10269679,0.18343379,0.21170345,0.18279523,0.23250633,0.19016849,0.13813879,0.15498894,0.1636209,0.068592586,0.24206729,0.10316863,0.25489494,0.06589992,0.21299258,0.113715716,0.17113563,Pale Ale - Black Kettle Brewing Company,Pale Ale
27,14134,Brassneck Ale,Brassneck Brewery,American Pale Ale (APA),5.0,84.0,Brassneck Brewery,British Columbia,Canada,Rotating,0.04349844,0.032788925,0.09642331,0.1756078,0.19938286,0.19204699,0.15511295,0.1895985,0.18867283,0.19874763,0.11093754,0.22603568,0.14774525,0.14030135,-0.003162615,0.19426274,-0.010658478,0.18102677,0.065739185,0.07677029,0.12379347,0.064896815,0.0643613,0.116934046,0.057811808,0.11168576,0.11870679,0.1397746,0.112865575,0.11754367,0.18725468,0.20331177,0.19879918,0.15039021,0.04231209,0.06716441,0.07661642,0.10707606,0.036928896,0.19878179,0.17942055,-0.023127541,0.20698059,0.23284517,0.17895183,0.14806463,0.057602745,-0.038826928,0.12523888,0.19684885,Brassneck Ale - Brassneck Brewery,Brassneck Ale
28,40250,Hell's Gate Genuine Pale Ale,Hell's Gate Brewing Company,American Pale Ale (APA),5.0,73.0,Hell's Gate Brewing Company,British Columbia,Canada,Year-round,0.14749701,0.17127769,0.20009923,0.13104595,0.12660597,0.08283785,0.11369736,0.12365233,0.21897756,0.06484325,0.21957128,0.20803843,0.03701363,0.20940968,0.19220957,0.13856207,0.03358573,0.23747241,0.04194526,0.037382387,-0.0007357863,0.117904715,0.10186827,0.18909226,0.18679623,0.11847861,0.13371132,0.16071203,0.11538281,0.08884123,0.22047509,0.00404499,0.17148474,0.10094826,0.03638871,0.20820193,0.09207983,0.052598443,0.14736427,0.18384182,0.0720876,0.09968014,0.09541467,0.18667322,0.14370388,0.1414661,0.15963623,0.074126214,-0.009362055,0.1747851,Hell's Gate Genuine Pale Ale - Hell's Gate Brewing Company,Hell's Gate Genuine Pale Ale
29,68206,Pie Hole Pale Ale,Green Leaf Brewing Co.,American Pale Ale (APA),5.8,82.0,Green Leaf Brewing Co.,British Columbia,Canada,Year-round,0.057444766,0.09924784,0.11895381,0.16246596,0.2010473,0.1243736,0.19581617,0.22694765,0.17324875,0.14950478,0.062325727,0.109906964,0.20874861,0.016455881,0.08675173,0.20054139,0.12980682,0.12912625,0.244146,0.015126891,0.063871615,0.116613,0.042568088,0.07582113,0.07960413,0.023839248,0.14368236,0.1397997,0.22463968,0.062381998,0.1746085,0.08430975,0.13833971,0.13470758,0.11216793,0.17012279,0.025358269,0.053030264,0.24960163,0.1087432,0.016929079,0.07028782,0.20803334,0.17727599,0.06986866,0.19657125,0.003682447,0.26243335,0.11026377,0.1487221,Pie Hole Pale Ale - Green Leaf Brewing Co.,Pie Hole Pale Ale
30,98606,Wobbly Pop Pale Ale,Parallel 49 Brewing Company,American Pale Ale (APA),5.0,83.0,Parallel 49 Brewing Company,British Columbia,Canada,Year-round,0.06696097,0.14415494,0.14965035,0.2126995,0.055883914,0.10408866,0.23186076,0.15103026,0.048342444,0.17457107,0.029415626,0.044428594,0.040003266,0.07709518,0.120600045,0.044658825,0.10853887,0.09800401,0.20582522,0.19973092,0.115903854,0.11018254,0.09616833,0.1154327,0.1380852,0.02231617,0.21019676,0.12945624,0.11913836,0.158848,0.062185086,0.039437786,0.026319675,0.25100416,0.18896012,0.03087734,0.23543209,0.18850406,0.13154119,0.09218219,0.13898166,0.2076227,0.1421611,0.01924482,0.18152907,0.2159183,0.20729366,0.0510038,0.10314043,0.20925781,Wobbly Pop Pale Ale - Parallel 49 Brewing Company,Wobbly Pop Pale Ale
31,28246,Dusk,The Parkside Brewery,American Pale Ale (APA),5.3,85.0,The Parkside Brewery,British Columbia,Canada,Year-round,0.16142942,0.24010158,0.1368125,0.17828603,0.25163937,0.120395236,0.030637113,-0.006742509,0.16831902,0.091243125,0.024147931,0.1653068,0.2183304,0.10077454,0.08941716,0.1992398,-0.0021713683,0.17160034,0.19220915,0.019272728,0.20609048,0.17846781,0.10302571,0.17075965,0.12177872,0.041092947,0.03944116,0.1561271,0.14051425,0.05295751,0.04788955,0.037707802,0.118403025,0.014342045,0.2103181,0.045501754,0.11466733,0.06824754,0.046535477,0.08789166,0.18640403,0.21403058,0.0075675524,0.18061723,0.12611435,0.23931333,0.15309906,0.22188468,0.13293318,0.04843779,Dusk - The Parkside Brewery,Dusk
32,63756,Old Brewery Pale Ale,Nelson Brewing Company,American Pale Ale (APA),5.0,85.0,Nelson Brewing Company,British Columbia,Canada,Year-round,0.1493795,0.20539303,0.14502096,0.08645018,0.06642046,0.10553939,0.10447429,0.19347332,0.18657795,0.14090359,0.13696864,0.13873799,0.16255489,0.08113733,0.11663887,0.11552178,0.08755386,0.19562703,0.16862413,0.14335139,0.073250376,0.03886229,0.16111235,0.21561551,0.10062948,0.061632574,0.106464334,0.19115551,0.18597907,0.16413043,0.07133923,0.17351338,0.13953222,0.15293586,0.16963111,0.15129021,0.029245159,0.17761679,0.087529264,0.081285365,0.20277242,0.1271838,0.15571107,0.1609779,0.08456673,0.10153417,0.19202073,0.054851606,0.19217758,0.12157949,Old Brewery Pale Ale - Nelson Brewing Company,Old Brewery Pale Ale
